code,prov,area_ha,sp,elev_mean,elev_min,elev_max,elevF,perim,lat,long,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,sp_abrev,especie
AL046017,AL,111.5982488,PINUS HALEPENSIS,1299.16,1060,1457,2medium,6994.9,36.95474,-2.86991,NA,0,1,0,1,1,0,0,0,0,0,0,NA,1,0,0,1,0,0,0,1,1,1,1,1,0,1,phale,P. halpensis
AL046018,AL,357.5371293,PINUS NIGRA SSP AUSTR.,1601.56,1256,1963,2medium,24688.96,36.94022,-2.83742,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,1,2,0,3,2,2,2,3,2,2,2,3,5,3,pnig_aus,P. nigra
AL046019,AL,67.40058839999999,PINUS NIGRA SSP SALZM.,1786.89,1640,1850,3high,5721.37,36.93057,-2.88758,NA,1,2,2,2,0,3,0,1,0,NA,1,0,1,2,1,1,1,1,2,2,3,3,3,3,4,0,pnig_sal,P. nigra
AL050001,AL,279.3192578,PINUS SYLVESTRIS,1790.91,1357,2112,3high,10864.51,37.23711,-2.56115,NA,1,1,0,1,3,0,0,0,0,2,0,0,NA,0,0,0,0,2,2,2,2,2,3,2,2,2,psylv,P. sylvestris
AL050002,AL,91.5388217,PINUS SYLVESTRIS,1759.21,1445,2003,3high,5426.07,37.24157,-2.57071,NA,1,1,1,0,3,0,0,0,0,2,0,0,NA,0,0,0,0,1,1,2,2,2,4,0,2,3,psylv,P. sylvestris
AL050003,AL,90.3009662,PINUS SYLVESTRIS,1713.52,1538,1904,3high,5802.61,37.24016,-2.57904,NA,1,1,1,0,3,0,0,0,0,2,0,0,NA,0,0,0,0,0,2,1,0,1,2,2,2,2,psylv,P. sylvestris
AL050004,AL,63.0468737,PINUS SYLVESTRIS,1763.43,1612,1895,3high,4227.75,37.24114,-2.59286,NA,0,1,0,0,1,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,2,4,4,3,3,psylv,P. sylvestris
AL050006,AL,797.8379434999999,PINUS SYLVESTRIS,1888.25,1662,2028,3high,22702.89,37.22355,-2.59671,NA,0,1,0,0,2,0,0,0,0,1,0,0,NA,0,0,0,0,1,0,0,0,0,4,2,3,2,psylv,P. sylvestris
AL050007,AL,221.1154182,PINUS SYLVESTRIS,1829.64,1672,1986,3high,7585.91,37.23398,-2.6196,NA,1,1,0,0,3,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,1,4,2,3,2,psylv,P. sylvestris
AL050008,AL,228.41759150000001,PINUS NIGRA SSP SALZM.,1842.27,1666,1951,3high,9640.9,37.23352,-2.63846,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,2,3,3,pnig_sal,P. nigra
AL050009,AL,92.8475725,PINUS SYLVESTRIS,1739.54,1596,1832,3high,4727.74,37.23535,-2.58706,NA,0,1,0,0,3,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,2,4,2,3,3,psylv,P. sylvestris
AL050010,AL,160.29057,PINUS SYLVESTRIS,1997.64,1778,2133,3high,6944.74,37.22634,-2.57083,NA,1,2,0,0,2,0,0,0,0,1,0,0,NA,0,0,0,0,1,0,0,0,0,4,2,3,2,psylv,P. sylvestris
AL050011,AL,66.5332885,PINUS SYLVESTRIS,2106.13,1974,2151,3high,4819.5,37.22447,-2.55567,NA,1,1,0,0,1,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,4,2,4,1,psylv,P. sylvestris
AL050012,AL,37.4966018,PINUS PINASTER,1925.84,1900,1959,3high,4329.59,37.22239,-2.61454,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,0,0,0,0,0,0,0,0,1,3,2,3,2,ppinas,P. pinaster
AL050013,AL,69.21231019999999,PINUS NIGRA SSP SALZM.,1858.12,1791,1903,3high,4549.22,37.22354,-2.63853,NA,1,1,0,0,0,2,0,0,0,0,0,0,NA,0,0,0,0,0,1,0,0,2,5,3,3,2,pnig_sal,P. nigra
AL050014,AL,37.492513900000006,PINUS NIGRA SSP SALZM.,1919.82,1882,1982,3high,4439.24,37.21991,-2.65454,NA,1,1,0,0,2,2,0,0,NA,1,3,0,NA,0,0,0,0,3,1,0,2,4,5,3,4,2,pnig_sal,P. nigra
AL050015,AL,231.2164594,PINUS NIGRA SSP AUSTR.,1959.31,1762,2136,3high,7104.43,37.2147,-2.56413,NA,NA,NA,NA,NA,NA,3,0,0,0,3,0,0,0,0,1,1,1,2,1,0,2,1,2,2,4,1,pnig_aus,P. nigra
AL050016,AL,83.7208459,PINUS NIGRA SSP SALZM.,1910.98,1833,1952,3high,5899.03,37.21392,-2.63293,NA,1,1,1,0,2,3,0,0,0,3,4,0,NA,0,0,0,0,2,3,1,2,2,5,3,3,2,pnig_sal,P. nigra
AL050017,AL,71.1237912,PINUS SYLVESTRIS,1923.67,1854,1970,3high,6436.76,37.21433,-2.6218,NA,1,1,0,0,1,3,0,0,0,1,2,0,NA,0,0,0,0,1,2,0,0,2,4,3,3,2,psylv,P. sylvestris
AL050018,AL,192.7931634,PINUS SYLVESTRIS,1897.66,1806,2018,3high,10522.66,37.2093,-2.58818,NA,0,1,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,3,2,4,1,psylv,P. sylvestris
AL050019,AL,99.241451,PINUS NIGRA SSP AUSTR.,1692.36,1519,1896,2medium,5664.82,37.20276,-2.53029,NA,0,0,3,1,0,3,0,0,0,3,0,0,0,3,1,0,1,1,4,1,1,1,2,3,2,3,pnig_aus,P. nigra
AL050020,AL,35.492659499999995,PINUS SYLVESTRIS,1942.37,1895,1977,3high,2667.79,37.21258,-2.65111,NA,1,1,0,0,2,3,0,0,0,2,1,1,NA,0,0,0,0,3,3,0,1,3,5,3,4,2,psylv,P. sylvestris
AL050021,AL,327.8740576,PINUS NIGRA SSP AUSTR.,1668.04,1346,1947,2medium,11753.81,37.20552,-2.55206,NA,0,0,3,1,2,3,0,0,1,3,0,0,0,2,0,0,0,1,3,1,1,1,1,2,2,2,pnig_aus,P. nigra
AL050022,AL,42.8014397,PINUS NIGRA SSP AUSTR.,1899.1,1818,1947,3high,4151.22,37.20552,-2.60114,NA,NA,NA,NA,NA,NA,4,0,0,0,2,0,0,0,1,0,1,1,1,3,1,2,1,4,2,3,2,pnig_aus,P. nigra
AL050023,AL,170.68849550000002,PINUS HALEPENSIS,1189.79,975,1486,1low,16031.45,37.1694,-2.62734,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,phale,P. halpensis
AL050024,AL,214.8488086,PINUS SYLVESTRIS,1662.65,1349,1836,2medium,8488.49,37.20308,-2.57948,NA,0,0,0,1,2,3,0,0,1,3,0,0,0,2,0,0,0,2,1,0,0,0,2,1,1,1,psylv,P. sylvestris
AL050025,AL,214.2679788,PINUS PINASTER,1464.56,1247,1625,2medium,11306.52,37.19849,-2.54604,NA,0,0,3,1,1,3,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,ppinas,P. pinaster
AL050026,AL,447.56950020000005,PINUS PINASTER,1536.94,1174,1842,2medium,13212.03,37.19375,-2.58144,NA,NA,NA,NA,NA,NA,2,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,1,2,1,1,1,ppinas,P. pinaster
AL050027,AL,201.85769539999998,PINUS PINASTER,1335.12,1165,1549,2medium,10157.81,37.19022,-2.54406,NA,0,0,1,1,2,1,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,1,1,1,1,1,ppinas,P. pinaster
AL050028,AL,658.8929592000001,PINUS HALEPENSIS,1205.31,934,1441,2medium,15241.93,37.17476,-2.53336,NA,1,0,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,phale,P. halpensis
AL050029,AL,314.8767316,PINUS PINASTER,1458.7,1105,1682,2medium,9821.27,37.18413,-2.57391,NA,0,0,0,1,2,1,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
AL050030,AL,312.3317288,PINUS HALEPENSIS,1283.18,1000,1578,2medium,9702.89,37.17458,-2.55948,NA,0,0,0,1,2,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halpensis
AL050031,AL,226.1985005,PINUS PINASTER,1379.91,1100,1602,2medium,8915.83,37.17693,-2.59174,NA,3,2,0,2,2,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,ppinas,P. pinaster
AL050032,AL,141.17845630000002,PINUS HALEPENSIS,1255.8,1071,1406,2medium,9129.19,37.16788,-2.60463,NA,3,2,0,1,1,3,0,0,1,1,1,0,NA,1,1,1,0,0,0,0,0,1,1,1,1,1,phale,P. halpensis
AL050033,AL,204.6627059,PINUS PINASTER,1143.63,991,1281,1low,12357.08,37.15393,-2.51261,NA,0,0,NA,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
AL050034,AL,421.47922259999996,PINUS HALEPENSIS,990.84,775,1279,1low,26299.34,37.14322,-2.56171,NA,3,0,0,1,1,3,3,0,0,1,0,0,0,0,3,1,2,0,0,0,1,1,2,1,0,1,phale,P. halpensis
AL050035,AL,101.7897424,PINUS HALEPENSIS,1112.39,895,1210,1low,6271.07,37.15149,-2.52172,NA,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,phale,P. halpensis
AL050036,AL,159.5644134,PINUS HALEPENSIS,980.14,872,1141,1low,7162.45,37.14837,-2.59364,NA,3,0,0,1,1,3,3,0,0,0,3,0,NA,2,1,2,2,1,0,0,0,0,2,2,0,0,phale,P. halpensis
AL050037,AL,45.631589,PINUS HALEPENSIS,976.94,919,1049,1low,6016.16,37.13863,-2.50172,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,0,0,0,1,1,0,0,0,1,0,1,3,3,0,0,phale,P. halpensis
AL050038,AL,176.72547600000001,PINUS HALEPENSIS,815.12,697,892,1low,11195.34,37.10301,-2.51717,NA,NA,NA,3,1,2,3,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,phale,P. halpensis
AL050039,AL,103.06987020000001,PINUS NIGRA SSP AUSTR.,1966.8,1845,2061,3high,5191.12,37.21376,-2.54088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,3,0,1,1,1,2,3,3,3,pnig_aus,P. nigra
AL050040,AL,14.1755315,PINUS PINEA,1065.3,1015,1105,1low,1712.37,37.14119,-2.51605,NA,0,0,NA,1,2,1,0,0,0,0,3,0,0,0,1,2,0,0,0,0,2,1,1,1,1,1,ppinea,NA
AL050041,AL,239.3999633,PINUS HALEPENSIS,891.05,704,1032,1low,14403.36,37.13125,-2.48997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,1,0,0,0,0,3,3,3,1,0,1,phale,P. halpensis
AL050042,AL,89.02601779999999,NA,923,824,1005,1low,6158.07,37.13578,-2.45308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,0,1,2,4,4,4,4,2,NA,NA
AL051001,AL,20.4583397,PINUS HALEPENSIS,1147.73,1090,1226,1low,2374.61,36.93581,-2.62243,NA,0,0,0,1,0,1,1,1,3,2,0,3,0,0,3,0,1,1,0,1,1,1,2,0,2,2,phale,P. halpensis
AL051002,AL,42.0445276,PINUS HALEPENSIS,1166.81,1084,1253,1low,6445.43,36.92738,-2.64327,NA,0,0,NA,1,2,1,1,1,2,2,0,NA,0,0,3,0,1,2,2,0,1,1,2,0,1,2,phale,P. halpensis
AL051003,AL,76.3382234,PINUS HALEPENSIS,1159.13,1056,1280,1low,4752.41,36.93306,-2.65922,NA,0,0,NA,1,2,1,1,1,3,2,0,NA,0,0,3,0,1,1,1,0,1,1,2,0,2,2,phale,P. halpensis
AL051004,AL,11.794696700000001,PINUS HALEPENSIS,1092.79,1015,1151,1low,2234.02,36.94545,-2.63299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,0,2,1,1,2,1,2,2,0,2,2,phale,P. halpensis
AL051005,AL,18.8434182,PINUS HALEPENSIS,1130.09,1089,1166,1low,3413.51,36.94502,-2.62426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,3,0,1,1,1,2,0,1,2,0,2,2,phale,P. halpensis
AL051006,AL,18.770614799999997,PINUS HALEPENSIS,1085.51,933,1203,1low,2450.92,36.95209,-2.62141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,3,0,1,1,1,2,0,1,2,0,2,2,phale,P. halpensis
AL051007,AL,37.109426400000004,PINUS HALEPENSIS,971.78,854,1137,1low,3181.57,36.95148,-2.61325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,2,1,2,1,1,2,0,2,2,phale,P. halpensis
AL055001,AL,124.18085330000001,PINUS HALEPENSIS,727.44,444,1015,1low,6710.58,36.98218,-2.67147,NA,NA,1,1,0,0,2,NA,1,1,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,1,1,1,phale,P. halpensis
AL055002,AL,74.84260069999999,PINUS HALEPENSIS,1183.93,1039,1370,1low,4004.62,36.95588,-2.69341,NA,NA,NA,NA,NA,3,2,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,phale,P. halpensis
AL055003,AL,149.5908603,PINUS HALEPENSIS,1485.69,1352,1573,2medium,9994.64,36.92005,-2.7124,NA,NA,NA,NA,NA,3,1,NA,1,3,0,0,1,1,2,0,1,1,1,3,0,1,1,2,2,2,2,phale,P. halpensis
AL055004,AL,42.639439,PINUS NIGRA SSP SALZM.,1582.2,1529,1622,2medium,4370.06,36.92262,-2.73243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,0,1,1,1,4,0,1,1,2,2,2,2,pnig_sal,P. nigra
AL057001,AL,404.7121424,PINUS SYLVESTRIS,2145.32,1727,2432,3high,43292.21,37.07697,-2.9061,0,0,0,0,0,1,0,0,1,NA,1,1,NA,0,1,0,0,1,1,2,1,1,1,2,0,1,3,psylv,P. sylvestris
AL057002,AL,46.0387762,PINUS SYLVESTRIS,2295.3,2224,2414,3high,5807.42,37.08483,-2.92755,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,1,1,1,1,1,0,0,1,psylv,P. sylvestris
AL057003,AL,123.9471402,PINUS SYLVESTRIS,2249.25,1973,2411,3high,7851.84,37.07937,-2.86722,0,0,0,0,0,0,2,0,0,NA,1,0,NA,0,0,0,0,1,1,3,1,1,1,1,0,1,1,psylv,P. sylvestris
AL057004,AL,24.8568042,PINUS SYLVESTRIS,2257.71,2170,2337,3high,4216.94,37.0822,-2.90114,0,0,0,0,0,0,0,0,0,NA,1,0,NA,0,1,0,1,0,1,1,1,1,1,1,0,1,1,psylv,P. sylvestris
AL057005,AL,23.269482,PINUS PINEA,2240.78,2185,2335,3high,3640.54,37.08016,-2.88965,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,2,1,1,1,1,0,0,1,ppinea,NA
AL057006,AL,103.1695643,PINUS SYLVESTRIS,2006.73,1836,2177,3high,6504.68,37.06348,-2.86401,0,0,0,0,0,0,2,0,0,0,3,1,1,1,0,0,0,1,1,3,1,2,2,1,0,2,2,psylv,P. sylvestris
AL057007,AL,317.3303169,PINUS SYLVESTRIS,1896.17,1626,2120,3high,17679.33,37.06228,-2.9037,0,0,0,0,0,1,0,0,1,NA,3,2,2,1,0,0,0,0,2,3,1,1,1,1,0,1,2,psylv,P. sylvestris
AL057008,AL,133.58343349999998,PINUS SYLVESTRIS,1769.8,1557,1987,3high,10801.8,37.04525,-2.91703,3,0,0,0,3,3,3,0,2,0,3,2,1,1,0,0,0,1,1,2,1,1,1,2,0,2,2,psylv,P. sylvestris
AL057009,AL,49.2835363,PINUS SYLVESTRIS,1620.85,1506,1702,2medium,4617.3,37.04224,-2.87205,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,1,0,0,0,1,0,4,1,1,1,1,1,1,2,psylv,P. sylvestris
AL057010,AL,104.6714183,PINUS SYLVESTRIS,1445.39,1230,1609,2medium,7127.99,37.03218,-2.90658,3,0,0,0,3,3,2,0,3,0,2,1,2,1,1,0,0,1,1,2,1,1,1,2,0,1,3,psylv,P. sylvestris
AL057011,AL,157.6961998,PINUS NIGRA SSP AUSTR.,1452.88,1222,1673,2medium,13471.3,37.03046,-2.8788299999999998,3,2,0,0,1,4,1,0,1,1,3,0,3,1,0,0,0,1,1,3,1,1,1,1,1,1,1,pnig_aus,P. nigra
AL057012,AL,292.9195514,PINUS HALEPENSIS,1113.87,896,1345,1low,27957.17,37.01281,-2.88585,3,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,phale,P. halpensis
AL057013,AL,84.7692543,PINUS HALEPENSIS,1164.95,999,1288,1low,6785.44,37.0243,-2.89007,0,0,0,0,1,3,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,phale,P. halpensis
AL057014,AL,64.4894951,PINUS NIGRA SSP SALZM.,1358.26,1177,1456,2medium,6290.26,37.01737,-2.90255,3,0,0,0,4,3,0,0,2,0,3,0,3,2,1,2,0,3,1,1,0,1,1,3,1,3,3,pnig_sal,P. nigra
AL057015,AL,261.1400234,PINUS HALEPENSIS,1237.73,904,1491,2medium,28210.11,36.95499,-2.91076,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,2,0,1,2,2,1,1,0,0,0,0,0,0,NA,phale,P. halpensis
AL057016,AL,348.2729506,PINUS NIGRA SSP SALZM.,1252.96,966,1581,2medium,18301.49,36.93014,-2.92355,NA,NA,NA,NA,NA,NA,3,0,0,0,0,3,0,0,0,1,1,1,1,1,0,1,0,0,0,4,2,pnig_sal,P. nigra
AL057017,AL,337.5653891,PINUS NIGRA SSP SALZM.,1714.65,1444,1967,3high,20533.64,36.92288,-2.89719,NA,NA,NA,NA,NA,NA,3,0,0,0,0,2,0,1,1,0,3,1,1,1,0,2,3,5,0,3,4,pnig_sal,P. nigra
AL057018,AL,157.64067590000002,PINUS NIGRA SSP AUSTR.,1583.9,1335,1733,2medium,12868.29,36.92811,-2.90712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,1,1,3,1,1,1,0,2,3,5,0,4,3,pnig_aus,P. nigra
AL065001,AL,151.6486983,PINUS HALEPENSIS,961.95,704,1175,1low,16454.93,37.10804,-2.69649,3,0,0,0,1,3,3,2,0,1,1,1,0,0,0,0,0,2,2,1,0,1,2,3,3,1,0,phale,P. halpensis
AL065002,AL,351.5547325,PINUS HALEPENSIS,851.01,527,1240,1low,31027.45,37.09158,-2.65837,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,phale,P. halpensis
AL065003,AL,12.4467802,PINUS HALEPENSIS,1058.49,1007,1130,1low,1617.46,37.09955,-2.69407,3,0,0,0,1,3,3,2,0,NA,0,0,NA,NA,0,0,0,1,0,0,0,1,1,2,1,1,0,phale,P. halpensis
AL065004,AL,274.76116030000003,PINUS HALEPENSIS,1196.56,895,1403,1low,16910.79,37.08879,-2.68401,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,0,0,1,0,0,1,1,2,1,1,1,phale,P. halpensis
AL067001,AL,175.4509683,PINUS NIGRA SSP AUSTR.,1748.13,1574,1963,3high,13901.97,37.07664,-2.77209,2,4,0,0,2,3,2,0,0,NA,1,NA,NA,NA,0,0,0,0,2,3,0,0,0,1,0,2,2,pnig_aus,P. nigra
AL067002,AL,211.1354052,PINUS SYLVESTRIS,1879.61,1668,2124,3high,11271.45,37.07503,-2.78482,2,1,0,0,1,1,2,0,0,NA,0,NA,NA,NA,1,0,0,0,2,3,0,0,0,1,0,0,2,psylv,P. sylvestris
AL067003,AL,36.486615,PINUS PINASTER,1537.39,1409,1599,2medium,3804.39,37.07504,-2.75768,2,1,0,0,1,2,2,0,0,NA,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,ppinas,P. pinaster
AL067004,AL,40.850472700000005,PINUS PINASTER,1423.98,1345,1500,2medium,4587.53,37.06726,-2.75466,2,1,0,0,1,2,2,0,0,1,NA,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
AL067005,AL,93.93552460000001,PINUS PINASTER,1578.65,1467,1755,2medium,6338.42,37.0645,-2.75946,2,1,0,0,1,2,2,0,0,NA,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,ppinas,P. pinaster
AL067006,AL,24.6826312,PINUS PINASTER,1543.07,1452,1657,2medium,1934.8,37.06291,-2.77796,NA,1,0,0,1,2,2,0,0,NA,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
AL067007,AL,15.6950791,PINUS PINASTER,1416.13,1334,1481,2medium,2682.5,37.05882,-2.77544,NA,1,0,0,1,2,2,0,0,1,NA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ppinas,P. pinaster
AL068001,AL,535.5942068,PINUS NIGRA SSP AUSTR.,1707.66,1321,2048,3high,17715,37.20195,-2.51212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,2,3,0,2,1,0,0,0,0,4,3,3,3,pnig_aus,P. nigra
AL068002,AL,345.9387968,PINUS HALEPENSIS,1357.66,1145,1551,2medium,11689.27,37.19237,-2.51296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,phale,P. halpensis
AL068003,AL,222.614279,NA,910.89,711,1109,1low,19432.32,37.14009,-2.46249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,2,2,2,4,4,4,4,1,NA,NA
AL071001,AL,61.450376399999996,PINUS NIGRA SSP SALZM.,983.5,795,1215,1low,6879.37,36.97665,-2.75437,NA,0,1,1,1,1,0,0,1,1,3,0,0,0,1,0,0,1,1,1,1,1,1,2,2,2,2,pnig_sal,P. nigra
AL071002,AL,31.734302000000003,PINUS HALEPENSIS,1061.51,903,1201,1low,3966.15,36.97453,-2.75301,NA,0,1,1,1,1,0,0,0,0,3,0,0,0,1,0,0,1,1,1,1,1,1,2,2,2,2,phale,P. halpensis
AL071003,AL,39.322451400000006,PINUS NIGRA SSP SALZM.,1424.38,1227,1549,2medium,4255.89,36.9489,-2.7799,NA,0,0,0,2,3,2,1,1,1,3,0,0,2,1,1,1,1,1,3,1,1,1,2,2,NA,2,pnig_sal,P. nigra
AL071004,AL,180.3737746,PINUS NIGRA SSP SALZM.,1633.27,1397,1771,2medium,7303.78,36.93007,-2.79035,NA,1,3,1,2,4,2,1,0,2,3,0,0,2,1,2,1,1,2,3,0,0,0,3,3,3,2,pnig_sal,P. nigra
AL073001,AL,252.7970775,PINUS SYLVESTRIS,2174.31,1889,2347,3high,8150.29,37.0895,-2.96567,NA,NA,NA,NA,NA,1,1,0,0,NA,1,1,NA,NA,1,0,0,0,2,2,2,1,1,1,0,NA,2,psylv,P. sylvestris
AL073002,AL,121.961919,PINUS SYLVESTRIS,1976.75,1822,2154,3high,9767.47,37.0585,-2.92782,0,0,0,0,0,1,1,0,0,NA,1,1,1,0,0,0,0,0,1,2,2,2,2,2,0,2,1,psylv,P. sylvestris
AL073003,AL,322.6380251,PINUS SYLVESTRIS,2016.54,1688,2285,3high,17955.96,37.06987,-2.97013,3,0,0,0,0,3,1,0,0,NA,1,2,NA,NA,1,1,0,0,1,3,2,1,1,1,0,2,2,psylv,P. sylvestris
AL073004,AL,94.4418307,PINUS SYLVESTRIS,1850.75,1675,2030,3high,7153.66,37.06653,-2.96209,0,0,0,0,1,3,1,0,0,NA,1,2,NA,NA,1,1,0,0,2,2,2,1,1,2,0,NA,1,psylv,P. sylvestris
AL073005,AL,124.87035139999999,PINUS NIGRA SSP AUSTR.,1822.87,1681,1984,3high,11847.52,37.04647,-2.96691,3,0,0,0,0,3,1,0,0,NA,1,2,NA,NA,0,1,0,0,2,3,1,1,1,1,0,2,1,pnig_aus,P. nigra
AL073006,AL,241.59295440000002,PINUS SYLVESTRIS,1642.05,1289,1954,2medium,14435.63,37.04071,-2.93165,3,1,0,0,1,3,3,1,0,0,1,1,1,0,0,1,0,0,1,2,2,2,2,2,0,1,1,psylv,P. sylvestris
AL073007,AL,204.84152890000001,PINUS SYLVESTRIS,1456.21,1218,1707,2medium,11313.97,37.02507,-2.92511,3,0,0,0,2,3,2,1,0,0,1,2,2,0,0,0,0,0,1,2,2,2,1,1,0,1,1,psylv,P. sylvestris
AL073008,AL,296.0899773,PINUS SYLVESTRIS,2103.18,1784,2348,3high,18373.33,37.08565,-2.94331,0,0,0,0,0,1,1,0,0,NA,1,NA,NA,NA,0,0,0,0,1,3,1,1,1,1,0,NA,2,psylv,P. sylvestris
AL073009,AL,60.39166289999999,PINUS SYLVESTRIS,1654.41,1541,1991,2medium,8536.65,37.04624,-2.95936,3,0,0,0,0,3,1,0,0,NA,1,2,3,0,0,0,0,0,1,3,2,1,1,2,0,1,2,psylv,P. sylvestris
AL077001,AL,261.43184959999996,PINUS HALEPENSIS,714.78,523,1148,1low,12079.34,36.98524,-2.68379,NA,NA,1,1,0,1,2,NA,1,1,0,1,NA,0,0,1,1,0,0,0,0,0,0,1,1,1,1,phale,P. halpensis
AL077002,AL,495.67121560000004,PINUS PINEA,1092.06,872,1362,1low,13439.93,36.96817,-2.7026,NA,NA,2,1,1,2,2,NA,1,0,1,3,NA,0,0,2,1,1,1,1,0,1,1,1,1,1,1,ppinea,NA
AL077003,AL,73.7572146,PINUS HALEPENSIS,933.98,713,1159,1low,4401.78,36.97856,-2.6861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,0,2,1,1,1,1,1,1,1,1,1,1,1,phale,P. halpensis
AL080001,AL,679.2131277999999,PINUS HALEPENSIS,623.67,458,770,1low,13283.14,37.04958,-2.55993,NA,NA,NA,NA,3,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,phale,P. halpensis
AL080002,AL,173.8356153,PINUS HALEPENSIS,583.43,504,667,0verylow,9076.57,37.04503,-2.57825,NA,NA,NA,NA,3,0,0,0,0,1,1,1,0,0,0,2,0,1,0,0,1,0,1,1,1,0,2,phale,P. halpensis
AL081001,AL,127.2464693,PINUS HALEPENSIS,302.03,226,424,0verylow,6161.1,36.9797,-2.53548,NA,4,4,0,0,1,0,3,0,2,2,3,0,0,0,2,2,2,1,1,0,1,1,3,1,0,0,phale,P. halpensis
AL083026,AL,229.44835890000002,PINUS SYLVESTRIS,1326.05,1069,1572,2medium,11665.94,37.27777,-2.57679,NA,1,1,0,1,1,0,0,0,0,1,0,0,NA,0,0,0,1,2,0,0,0,0,1,0,0,2,psylv,P. sylvestris
AL083030,AL,224.14412599999997,PINUS NIGRA SSP SALZM.,1525.12,1272,1763,2medium,10273.32,37.2721,-2.5595,NA,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,2,1,3,2,3,2,pnig_sal,P. nigra
